filepath,filename,main_category,sub_category,brand
images\ut-zap50k\Boots\Knee High\Frye\8087375.248965.jpg,8087375.248965.jpg,Boots,Knee High,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Keen\7292303.241506.jpg,7292303.241506.jpg,Shoes,Sneakers and Athletic Shoes,Keen
images\ut-zap50k\Shoes\Oxfords\Beeko\7999606.559.jpg,7999606.559.jpg,Shoes,Oxfords,Beeko
images\ut-zap50k\Shoes\Oxfords\Bostonian\7186551.255.jpg,7186551.255.jpg,Shoes,Oxfords,Bostonian
images\ut-zap50k\Boots\Ankle\Seychelles\8013854.652.jpg,8013854.652.jpg,Boots,Ankle,Seychelles
images\ut-zap50k\Shoes\Heels\Calvin Klein\7925009.392262.jpg,7925009.392262.jpg,Shoes,Heels,Calvin Klein
images\ut-zap50k\Shoes\Flats\Nina Kids\7752617.276471.jpg,7752617.276471.jpg,Shoes,Flats,Nina Kids
images\ut-zap50k\Shoes\Heels\Jessica Simpson\7657083.157968.jpg,7657083.157968.jpg,Shoes,Heels,Jessica Simpson
images\ut-zap50k\Shoes\Heels\Stuart Weitzman\8064334.385192.jpg,8064334.385192.jpg,Shoes,Heels,Stuart Weitzman
images\ut-zap50k\Shoes\Loafers\Cole Haan\8061038.16965.jpg,8061038.16965.jpg,Shoes,Loafers,Cole Haan
images\ut-zap50k\Boots\Mid-Calf\Durango\8021795.6.jpg,8021795.6.jpg,Boots,Mid-Calf,Durango
images\ut-zap50k\Shoes\Loafers\Vivienne Westwood\8005200.3.jpg,8005200.3.jpg,Shoes,Loafers,Vivienne Westwood
images\ut-zap50k\Shoes\Clogs and Mules\Naot Footwear\110886.72.jpg,110886.72.jpg,Shoes,Clogs and Mules,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance Kids\7980053.143.jpg,7980053.143.jpg,Shoes,Sneakers and Athletic Shoes,New Balance Kids
images\ut-zap50k\Shoes\Boat Shoes\Born\7601916.389351.jpg,7601916.389351.jpg,Shoes,Boat Shoes,Born
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Cole Haan\7869461.9.jpg,7869461.9.jpg,Shoes,Sneakers and Athletic Shoes,Cole Haan
images\ut-zap50k\Boots\Mid-Calf\UGG\107225.18.jpg,107225.18.jpg,Boots,Mid-Calf,UGG
images\ut-zap50k\Boots\Mid-Calf\Diesel\8002257.3.jpg,8002257.3.jpg,Boots,Mid-Calf,Diesel
images\ut-zap50k\Boots\Mid-Calf\Chooka\8052360.3.jpg,8052360.3.jpg,Boots,Mid-Calf,Chooka
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ECCO Sport\7864808.374660.jpg,7864808.374660.jpg,Shoes,Sneakers and Athletic Shoes,ECCO Sport
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Superga\7423619.9.jpg,7423619.9.jpg,Shoes,Sneakers and Athletic Shoes,Superga
images\ut-zap50k\Sandals\Flat\Earth\7894146.580.jpg,7894146.580.jpg,Sandals,Flat,Earth
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7620069.151.jpg,7620069.151.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Ankle\Blowfish\7974884.354486.jpg,7974884.354486.jpg,Boots,Ankle,Blowfish
images\ut-zap50k\Shoes\Flats\adidas by Stella McCartney\7725583.364906.jpg,7725583.364906.jpg,Shoes,Flats,adidas by Stella McCartney
images\ut-zap50k\Sandals\Flat\Naot Footwear\7816741.34904.jpg,7816741.34904.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Shoes\Flats\LOVE Moschino\8010767.3.jpg,8010767.3.jpg,Shoes,Flats,LOVE Moschino
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Columbia\7887973.347839.jpg,7887973.347839.jpg,Shoes,Sneakers and Athletic Shoes,Columbia
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7414425.151.jpg,7414425.151.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\7969427.352522.jpg,7969427.352522.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Tsubo\7983058.336.jpg,7983058.336.jpg,Shoes,Sneakers and Athletic Shoes,Tsubo
images\ut-zap50k\Shoes\Heels\MICHAEL Michael Kors\8115498.1141.jpg,8115498.1141.jpg,Shoes,Heels,MICHAEL Michael Kors
images\ut-zap50k\Shoes\Flats\Kenneth Cole Reaction\8008145.72.jpg,8008145.72.jpg,Shoes,Flats,Kenneth Cole Reaction
images\ut-zap50k\Boots\Mid-Calf\AIGLE Kids\8101610.8775.jpg,8101610.8775.jpg,Boots,Mid-Calf,AIGLE Kids
images\ut-zap50k\Shoes\Clogs and Mules\Dansko Kids\7658776.365866.jpg,7658776.365866.jpg,Shoes,Clogs and Mules,Dansko Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Osiris\7507734.11196.jpg,7507734.11196.jpg,Shoes,Sneakers and Athletic Shoes,Osiris
images\ut-zap50k\Shoes\Heels\Donald J Pliner\8050350.7695.jpg,8050350.7695.jpg,Shoes,Heels,Donald J Pliner
images\ut-zap50k\Boots\Ankle\Keen Utility\7742399.155.jpg,7742399.155.jpg,Boots,Ankle,Keen Utility
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Saucony Originals\7242933.8674.jpg,7242933.8674.jpg,Shoes,Sneakers and Athletic Shoes,Saucony Originals
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Globe\7987131.377163.jpg,7987131.377163.jpg,Shoes,Sneakers and Athletic Shoes,Globe
images\ut-zap50k\Sandals\Flat\Bernardo\7528008.11.jpg,7528008.11.jpg,Sandals,Flat,Bernardo
images\ut-zap50k\Shoes\Heels\Jessica Simpson\8082312.393513.jpg,8082312.393513.jpg,Shoes,Heels,Jessica Simpson
images\ut-zap50k\Boots\Mid-Calf\Timberland Kids\7987599.529.jpg,7987599.529.jpg,Boots,Mid-Calf,Timberland Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Saucony\7882120.198674.jpg,7882120.198674.jpg,Shoes,Sneakers and Athletic Shoes,Saucony
images\ut-zap50k\Boots\Mid-Calf\UGG\115328.621.jpg,115328.621.jpg,Boots,Mid-Calf,UGG
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Converse Kids\8035861.374951.jpg,8035861.374951.jpg,Shoes,Sneakers and Athletic Shoes,Converse Kids
images\ut-zap50k\Slippers\Slipper Flats\EMU Australia\7967690.18.jpg,7967690.18.jpg,Slippers,Slipper Flats,EMU Australia
images\ut-zap50k\Shoes\Loafers\LAUREN Ralph Lauren\8055206.153197.jpg,8055206.153197.jpg,Shoes,Loafers,LAUREN Ralph Lauren
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\7312521.183092.jpg,7312521.183092.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Boots\Ankle\Vasque\7988255.291477.jpg,7988255.291477.jpg,Boots,Ankle,Vasque
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok Lifestyle\8030292.373353.jpg,8030292.373353.jpg,Shoes,Sneakers and Athletic Shoes,Reebok Lifestyle
images\ut-zap50k\Boots\Mid-Calf\Bogs\7290883.3.jpg,7290883.3.jpg,Boots,Mid-Calf,Bogs
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\8058950.382839.jpg,8058950.382839.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Sandals\Flat\Birkenstock Kids\7501189.40296.jpg,7501189.40296.jpg,Sandals,Flat,Birkenstock Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\KangaROOS\7863073.401.jpg,7863073.401.jpg,Shoes,Sneakers and Athletic Shoes,KangaROOS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\8012384.366977.jpg,8012384.366977.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Flats\Seychelles\8013832.18914.jpg,8013832.18914.jpg,Shoes,Flats,Seychelles
images\ut-zap50k\Boots\Mid-Calf\Tundra Kids Boots\7324717.143.jpg,7324717.143.jpg,Boots,Mid-Calf,Tundra Kids Boots
images\ut-zap50k\Shoes\Flats\Rebecca Minkoff\8068483.2283.jpg,8068483.2283.jpg,Shoes,Flats,Rebecca Minkoff
images\ut-zap50k\Shoes\Flats\Ragg Kids\7589797.418.jpg,7589797.418.jpg,Shoes,Flats,Ragg Kids
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\7609984.352723.jpg,7609984.352723.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Shoes\Flats\Anne Klein\8002125.332439.jpg,8002125.332439.jpg,Shoes,Flats,Anne Klein
images\ut-zap50k\Slippers\Slipper Flats\EMU Australia\7739050.603.jpg,7739050.603.jpg,Slippers,Slipper Flats,EMU Australia
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS\7727998.2507.jpg,7727998.2507.jpg,Shoes,Sneakers and Athletic Shoes,ASICS
images\ut-zap50k\Sandals\Flat\Nine West\8113505.403594.jpg,8113505.403594.jpg,Sandals,Flat,Nine West
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Timberland PRO\7339008.35453.jpg,7339008.35453.jpg,Shoes,Sneakers and Athletic Shoes,Timberland PRO
images\ut-zap50k\Boots\Ankle\Ocean Minded\8031211.78144.jpg,8031211.78144.jpg,Boots,Ankle,Ocean Minded
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\7999021.99.jpg,7999021.99.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Slippers\Slipper Flats\Ragg Kids\8030851.766.jpg,8030851.766.jpg,Slippers,Slipper Flats,Ragg Kids
images\ut-zap50k\Shoes\Heels\Fitzwell\8039264.1141.jpg,8039264.1141.jpg,Shoes,Heels,Fitzwell
images\ut-zap50k\Boots\Ankle\Tundra Boots\8024303.3.jpg,8024303.3.jpg,Boots,Ankle,Tundra Boots
images\ut-zap50k\Sandals\Flat\Naot Footwear\7901607.330167.jpg,7901607.330167.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS Work\7568140.3.jpg,7568140.3.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS Work
images\ut-zap50k\Slippers\Slipper Flats\UGG\7839419.67279.jpg,7839419.67279.jpg,Slippers,Slipper Flats,UGG
images\ut-zap50k\Boots\Ankle\ara\8037358.691.jpg,8037358.691.jpg,Boots,Ankle,ara
images\ut-zap50k\Slippers\Slipper Flats\DC\7355196.4830.jpg,7355196.4830.jpg,Slippers,Slipper Flats,DC
images\ut-zap50k\Boots\Mid-Calf\Steve Madden\7860523.216.jpg,7860523.216.jpg,Boots,Mid-Calf,Steve Madden
images\ut-zap50k\Boots\Ankle\Pedro Garcia\8030922.373612.jpg,8030922.373612.jpg,Boots,Ankle,Pedro Garcia
images\ut-zap50k\Shoes\Oxfords\Timberland\7820621.104.jpg,7820621.104.jpg,Shoes,Oxfords,Timberland
images\ut-zap50k\Shoes\Oxfords\Cole Haan\8061694.107236.jpg,8061694.107236.jpg,Shoes,Oxfords,Cole Haan
images\ut-zap50k\Boots\Ankle\Dr. Martens\118955.398175.jpg,118955.398175.jpg,Boots,Ankle,Dr. Martens
images\ut-zap50k\Shoes\Heels\Naot Footwear\7829945.303873.jpg,7829945.303873.jpg,Shoes,Heels,Naot Footwear
images\ut-zap50k\Shoes\Heels\Cole Haan\7715159.134510.jpg,7715159.134510.jpg,Shoes,Heels,Cole Haan
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7971934.353487.jpg,7971934.353487.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Merrell\8075279.63690.jpg,8075279.63690.jpg,Shoes,Sneakers and Athletic Shoes,Merrell
images\ut-zap50k\Shoes\Flats\Anne Klein\8075895.91281.jpg,8075895.91281.jpg,Shoes,Flats,Anne Klein
images\ut-zap50k\Sandals\Flat\Finn Comfort\7910089.89.jpg,7910089.89.jpg,Sandals,Flat,Finn Comfort
images\ut-zap50k\Boots\Mid-Calf\Fly Flot\7701920.3859.jpg,7701920.3859.jpg,Boots,Mid-Calf,Fly Flot
images\ut-zap50k\Shoes\Heels\Call it SPRING\8056659.3.jpg,8056659.3.jpg,Shoes,Heels,Call it SPRING
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok Kids\7979667.356995.jpg,7979667.356995.jpg,Shoes,Sneakers and Athletic Shoes,Reebok Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Diadora\7658414.151.jpg,7658414.151.jpg,Shoes,Sneakers and Athletic Shoes,Diadora
images\ut-zap50k\Shoes\Heels\Anne Klein\8091013.396439.jpg,8091013.396439.jpg,Shoes,Heels,Anne Klein
images\ut-zap50k\Shoes\Loafers\Ted Baker\8078730.52900.jpg,8078730.52900.jpg,Shoes,Loafers,Ted Baker
images\ut-zap50k\Shoes\Clogs and Mules\Dansko\121211.86.jpg,121211.86.jpg,Shoes,Clogs and Mules,Dansko
images\ut-zap50k\Boots\Ankle\Nike\8012976.367199.jpg,8012976.367199.jpg,Boots,Ankle,Nike
images\ut-zap50k\Sandals\Flat\Lassen\7956317.3.jpg,7956317.3.jpg,Sandals,Flat,Lassen
images\ut-zap50k\Boots\Mid-Calf\Harley-Davidson\7822670.3.jpg,7822670.3.jpg,Boots,Mid-Calf,Harley-Davidson
images\ut-zap50k\Sandals\Flat\Merrell\7879693.3.jpg,7879693.3.jpg,Sandals,Flat,Merrell
images\ut-zap50k\Shoes\Heels\LAUREN Ralph Lauren\7406098.559.jpg,7406098.559.jpg,Shoes,Heels,LAUREN Ralph Lauren
images\ut-zap50k\Shoes\Flats\Seychelles\8013831.396.jpg,8013831.396.jpg,Shoes,Flats,Seychelles
images\ut-zap50k\Boots\Ankle\Clarks\7158517.1567.jpg,7158517.1567.jpg,Boots,Ankle,Clarks
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Action Kids\8068146.387175.jpg,8068146.387175.jpg,Shoes,Sneakers and Athletic Shoes,Nike Action Kids
images\ut-zap50k\Shoes\Heels\MICHAEL Michael Kors\8115502.3455.jpg,8115502.3455.jpg,Shoes,Heels,MICHAEL Michael Kors
images\ut-zap50k\Sandals\Flat\Born\8070561.388376.jpg,8070561.388376.jpg,Sandals,Flat,Born
images\ut-zap50k\Shoes\Heels\Romantic Soles\7999111.3.jpg,7999111.3.jpg,Shoes,Heels,Romantic Soles
images\ut-zap50k\Boots\Ankle\Superfit\8005005.365315.jpg,8005005.365315.jpg,Boots,Ankle,Superfit
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS\8164765.436.jpg,8164765.436.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reebok\8009605.373679.jpg,8009605.373679.jpg,Shoes,Sneakers and Athletic Shoes,Reebok
images\ut-zap50k\Slippers\Slipper Flats\Woolrich\8029305.18.jpg,8029305.18.jpg,Slippers,Slipper Flats,Woolrich
images\ut-zap50k\Shoes\Oxfords\Drew\7322898.60.jpg,7322898.60.jpg,Shoes,Oxfords,Drew
images\ut-zap50k\Shoes\Oxfords\Camper\7846169.328.jpg,7846169.328.jpg,Shoes,Oxfords,Camper
images\ut-zap50k\Boots\Ankle\Naturalizer\8020115.369877.jpg,8020115.369877.jpg,Boots,Ankle,Naturalizer
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\8019097.196331.jpg,8019097.196331.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans Kids\7977259.388945.jpg,7977259.388945.jpg,Shoes,Sneakers and Athletic Shoes,Vans Kids
images\ut-zap50k\Boots\Ankle\Pikolinos\8017158.257494.jpg,8017158.257494.jpg,Boots,Ankle,Pikolinos
images\ut-zap50k\Boots\Mid-Calf\Frye\7248349.352954.jpg,7248349.352954.jpg,Boots,Mid-Calf,Frye
images\ut-zap50k\Sandals\Flat\Flojos\8027368.184651.jpg,8027368.184651.jpg,Sandals,Flat,Flojos
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Reef\7955395.158.jpg,7955395.158.jpg,Shoes,Sneakers and Athletic Shoes,Reef
images\ut-zap50k\Shoes\Heels\SoftWalk\7987810.325.jpg,7987810.325.jpg,Shoes,Heels,SoftWalk
images\ut-zap50k\Boots\Ankle\Irish Setter\7874327.6.jpg,7874327.6.jpg,Boots,Ankle,Irish Setter
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Ashworth\7910131.361711.jpg,7910131.361711.jpg,Shoes,Sneakers and Athletic Shoes,Ashworth
images\ut-zap50k\Shoes\Heels\Trotters\7346055.244385.jpg,7346055.244385.jpg,Shoes,Heels,Trotters
images\ut-zap50k\Boots\Mid-Calf\Yellow Box\8038863.11.jpg,8038863.11.jpg,Boots,Mid-Calf,Yellow Box
images\ut-zap50k\Shoes\Loafers\Bostonian\106507.71.jpg,106507.71.jpg,Shoes,Loafers,Bostonian
images\ut-zap50k\Sandals\Flat\O'Neill\8091981.3.jpg,8091981.3.jpg,Sandals,Flat,O'Neill
images\ut-zap50k\Boots\Mid-Calf\Sorel\7148367.1909.jpg,7148367.1909.jpg,Boots,Mid-Calf,Sorel
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Brooks\7965786.350986.jpg,7965786.350986.jpg,Shoes,Sneakers and Athletic Shoes,Brooks
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Brooks\7864623.315259.jpg,7864623.315259.jpg,Shoes,Sneakers and Athletic Shoes,Brooks
images\ut-zap50k\Boots\Knee High\Miz Mooz\8031652.3.jpg,8031652.3.jpg,Boots,Knee High,Miz Mooz
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\7610548.750.jpg,7610548.750.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Boots\Knee High\Frye\7970494.263301.jpg,7970494.263301.jpg,Boots,Knee High,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas\7431637.351657.jpg,7431637.351657.jpg,Shoes,Sneakers and Athletic Shoes,adidas
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Brooks\7864670.315273.jpg,7864670.315273.jpg,Shoes,Sneakers and Athletic Shoes,Brooks
images\ut-zap50k\Boots\Ankle\Converse\8034976.3.jpg,8034976.3.jpg,Boots,Ankle,Converse
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance Classics\8076837.396.jpg,8076837.396.jpg,Shoes,Sneakers and Athletic Shoes,New Balance Classics
images\ut-zap50k\Shoes\Firstwalker\New Balance Kids\7766382.11202.jpg,7766382.11202.jpg,Shoes,Firstwalker,New Balance Kids
images\ut-zap50k\Shoes\Heels\Vivanz\7493935.141.jpg,7493935.141.jpg,Shoes,Heels,Vivanz
images\ut-zap50k\Sandals\Flat\Salt Water Sandal by Hoy Shoes\7132093.234820.jpg,7132093.234820.jpg,Sandals,Flat,Salt Water Sandal by Hoy Shoes
images\ut-zap50k\Shoes\Loafers\ara\7273118.1944.jpg,7273118.1944.jpg,Shoes,Loafers,ara
images\ut-zap50k\Shoes\Boat Shoes\Sebago\8026092.498.jpg,8026092.498.jpg,Shoes,Boat Shoes,Sebago
images\ut-zap50k\Boots\Ankle\Frye\7336951.109708.jpg,7336951.109708.jpg,Boots,Ankle,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7883943.20294.jpg,7883943.20294.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans\7226408.22834.jpg,7226408.22834.jpg,Shoes,Sneakers and Athletic Shoes,Vans
images\ut-zap50k\Boots\Ankle\Dr. Martens\8004417.55257.jpg,8004417.55257.jpg,Boots,Ankle,Dr. Martens
images\ut-zap50k\Boots\Ankle\Chinese Laundry\8041014.6.jpg,8041014.6.jpg,Boots,Ankle,Chinese Laundry
images\ut-zap50k\Boots\Mid-Calf\Timberland\7363567.154356.jpg,7363567.154356.jpg,Boots,Mid-Calf,Timberland
images\ut-zap50k\Slippers\Slipper Flats\Hatley Kids\8017873.559.jpg,8017873.559.jpg,Slippers,Slipper Flats,Hatley Kids
images\ut-zap50k\Shoes\Heels\Bandolino\8044153.1758.jpg,8044153.1758.jpg,Shoes,Heels,Bandolino
images\ut-zap50k\Shoes\Flats\Nina Kids\8016996.368798.jpg,8016996.368798.jpg,Shoes,Flats,Nina Kids
images\ut-zap50k\Boots\Knee High\Michael Antonio\7851775.20.jpg,7851775.20.jpg,Boots,Knee High,Michael Antonio
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Merrell\7813491.14037.jpg,7813491.14037.jpg,Shoes,Sneakers and Athletic Shoes,Merrell
images\ut-zap50k\Boots\Knee High\Miz Mooz\8043991.3.jpg,8043991.3.jpg,Boots,Knee High,Miz Mooz
images\ut-zap50k\Sandals\Flat\Lassen\7956339.3.jpg,7956339.3.jpg,Sandals,Flat,Lassen
images\ut-zap50k\Shoes\Loafers\Hush Puppies\8064515.665.jpg,8064515.665.jpg,Shoes,Loafers,Hush Puppies
images\ut-zap50k\Boots\Mid-Calf\SoftWalk\7987770.359801.jpg,7987770.359801.jpg,Boots,Mid-Calf,SoftWalk
images\ut-zap50k\Boots\Mid-Calf\Laredo\8002247.364556.jpg,8002247.364556.jpg,Boots,Mid-Calf,Laredo
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\7946371.344384.jpg,7946371.344384.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Shoes\Flats\Naot Footwear\7829947.247182.jpg,7829947.247182.jpg,Shoes,Flats,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Mizuno\7961032.742.jpg,7961032.742.jpg,Shoes,Sneakers and Athletic Shoes,Mizuno
images\ut-zap50k\Sandals\Flat\Jack Rogers\7810760.385.jpg,7810760.385.jpg,Sandals,Flat,Jack Rogers
images\ut-zap50k\Boots\Ankle\La Sportiva\7894060.3454.jpg,7894060.3454.jpg,Boots,Ankle,La Sportiva
images\ut-zap50k\Boots\Mid-Calf\Primigi Kids\8030761.401.jpg,8030761.401.jpg,Boots,Mid-Calf,Primigi Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance Kids\7980048.2557.jpg,7980048.2557.jpg,Shoes,Sneakers and Athletic Shoes,New Balance Kids
images\ut-zap50k\Shoes\Loafers\Rockport\7810773.328.jpg,7810773.328.jpg,Shoes,Loafers,Rockport
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\8025508.6.jpg,8025508.6.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Montrail\7799961.293984.jpg,7799961.293984.jpg,Shoes,Sneakers and Athletic Shoes,Montrail
images\ut-zap50k\Sandals\Flat\Dansko\7894523.13055.jpg,7894523.13055.jpg,Sandals,Flat,Dansko
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\The North Face\7896088.285046.jpg,7896088.285046.jpg,Shoes,Sneakers and Athletic Shoes,The North Face
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Travis Mathew\7980202.401.jpg,7980202.401.jpg,Shoes,Sneakers and Athletic Shoes,Travis Mathew
images\ut-zap50k\Shoes\Loafers\Dr. Martens\8004338.335551.jpg,8004338.335551.jpg,Shoes,Loafers,Dr. Martens
images\ut-zap50k\Sandals\Flat\Merrell\7710905.3.jpg,7710905.3.jpg,Sandals,Flat,Merrell
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Tsukihoshi Kids\7762894.11881.jpg,7762894.11881.jpg,Shoes,Sneakers and Athletic Shoes,Tsukihoshi Kids
images\ut-zap50k\Shoes\Heels\Rieker\8006798.72.jpg,8006798.72.jpg,Shoes,Heels,Rieker
images\ut-zap50k\Boots\Ankle\Frye\7677160.289965.jpg,7677160.289965.jpg,Boots,Ankle,Frye
images\ut-zap50k\Shoes\Flats\Kenneth Cole Reaction Kids\8047596.554.jpg,8047596.554.jpg,Shoes,Flats,Kenneth Cole Reaction Kids
images\ut-zap50k\Shoes\Heels\ALDO\8096690.3.jpg,8096690.3.jpg,Shoes,Heels,ALDO
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Puma Kids\7933336.340418.jpg,7933336.340418.jpg,Shoes,Sneakers and Athletic Shoes,Puma Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS\7885670.324098.jpg,7885670.324098.jpg,Shoes,Sneakers and Athletic Shoes,ASICS
images\ut-zap50k\Sandals\Flat\Salt Water Sandal by Hoy Shoes\7534593.14.jpg,7534593.14.jpg,Sandals,Flat,Salt Water Sandal by Hoy Shoes
images\ut-zap50k\Sandals\Flat\Cordani\7396496.385.jpg,7396496.385.jpg,Sandals,Flat,Cordani
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans\7742825.7454.jpg,7742825.7454.jpg,Shoes,Sneakers and Athletic Shoes,Vans
images\ut-zap50k\Boots\Ankle\Cole Haan\7896878.1430.jpg,7896878.1430.jpg,Boots,Ankle,Cole Haan
images\ut-zap50k\Sandals\Heel\Gentle Souls\7656912.242547.jpg,7656912.242547.jpg,Sandals,Heel,Gentle Souls
images\ut-zap50k\Shoes\Heels\J. Renee\8168300.57113.jpg,8168300.57113.jpg,Shoes,Heels,J. Renee
images\ut-zap50k\Shoes\Oxfords\Geox\8004584.307.jpg,8004584.307.jpg,Shoes,Oxfords,Geox
images\ut-zap50k\Slippers\Slipper Flats\Camper\7993351.361773.jpg,7993351.361773.jpg,Slippers,Slipper Flats,Camper
images\ut-zap50k\Slippers\Slipper Flats\Patricia Green\7499017.559.jpg,7499017.559.jpg,Slippers,Slipper Flats,Patricia Green
images\ut-zap50k\Boots\Knee High\Tony Lama\8095601.397775.jpg,8095601.397775.jpg,Boots,Knee High,Tony Lama
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Keds Kids\7867516.116279.jpg,7867516.116279.jpg,Shoes,Sneakers and Athletic Shoes,Keds Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\7886313.1412.jpg,7886313.1412.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Boots\Mid-Calf\Baffin\7999222.401.jpg,7999222.401.jpg,Boots,Mid-Calf,Baffin
images\ut-zap50k\Boots\Knee High\Sofft\8013592.19.jpg,8013592.19.jpg,Boots,Knee High,Sofft
images\ut-zap50k\Sandals\Flat\Clarks\8078932.3.jpg,8078932.3.jpg,Sandals,Flat,Clarks
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Primigi Kids\8020614.401.jpg,8020614.401.jpg,Shoes,Sneakers and Athletic Shoes,Primigi Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Keen\7892664.221011.jpg,7892664.221011.jpg,Shoes,Sneakers and Athletic Shoes,Keen
images\ut-zap50k\Sandals\Flat\Jack Rogers\8089777.343251.jpg,8089777.343251.jpg,Sandals,Flat,Jack Rogers
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\EVOLV\7706115.1413.jpg,7706115.1413.jpg,Shoes,Sneakers and Athletic Shoes,EVOLV
